AssignmentId,WorkTimeInSeconds,WorkerId,annotatorAge,annotatorGender,annotatorRace,distracted,draining,frequency,importance,logTimeSinceEvent,mainEvent,memType,mostSurprising,openness,recAgnPairId,recImgPairId,similarity,similarityReason,story,stressful,summary,timeSinceEvent,sequentiality
3SBEHTYCWOPNMY86FBZ4ZNT7B0OYIM,925,PQGEW6EW,55.0,woman,white,1.0,1.0,,5.0,1.9459101490553128,Going to Bald mountain,imagined,The view made a big impact on my life,1.0,,3GS6S824SRJBBUOXXQU8JY477MINW1,5.0,I felt like I was there,"I went to Bald mountain a week ago. I had been planning for this trip a long time. It was amazing to me to drive up the curvy roads, all the way to the top. I got out of my car and walked to the viewing area. The view before me was awesome. Words cannot describe the beauty that was before me. It made me feel insignificant. I could feel the majestic power it had taken to create such beauty. It was a picture perfect moment. It was one of the best experiences of my life. Looking around it was like seeing paradise. I stood there a long time just drinking in the view. I took a lot of pictures. I plan to display them prominently in my home. I never want to forget this experience. I want to be able to share this with my friends.",1.0,The beauty behind the perfect picture of the best experience of my life has a history on how it was created.,7.0,504.66560515868247
3NG53N1RLW50OE4SF2RU976GENL8PJ,2586,ICDWSD3T,35.0,woman,white,1.0,2.0,,3.0,3.4011973816621555,me and Frank going to tour wedding venues.,imagined,we found out the bathrooms were not big enough.,1.0,,3C44YUNSI2BC590JWA2AVZKHP2XDPL,2.0,"I've never been married, never toured a place for an event. I can't relate.","After me and Frank got engaged, we knew where we wanted to get married! There was a location that is near and dear to us since we went there around the time we first met and started dating. It was a nice garden homestead with so many photo ready spaces. It was beautiful! About a month ago, me and Frank went to the location to tour it for the wedding. We had had a meeting with them and this was the final run through the location to make sure it was perfect. I already knew it would be, but Frank pushed me to have another walk through to make sure everything we needed for our guests would be there. I still had no doubts that this was the perfect location! We were getting ready to leave and Frank asked about the restrooms and where they were located. The guide showed us the bathrooms and me and Frank looked at each other. This wasn't enough for our guests! I asked if there was anymore bathrooms and the guide said ""Not for public access."" It wasn't enough for us! So we asked to see the living quarters one more time. This was where we'd be getting ready for the wedding. We found some bathrooms there that lead out to the main courtyard and Frank asked if guests could use those. The guide said if they were a part of the wedding ceremony, they could. We decided they were just as good and we'd just tell the guests to use the public ones, the wedding party to use the private ones.",3.0,"My fiance and I visited out future wedding venue. Everything was perfect, except for the bathrooms. But we discovered a great hidden set of bathrooms just as close as the original ones.",30.0,547.7992528551052
3P59JYT76M6NURVAG2RD4QUAS5ET2B,1579,CG6FZWMS,30.0,woman,white,1.0,5.0,5.0,5.0,3.332204510175204,Loss of a parent.,recalled,I learned of my father's death.,0.125,,3P59JYT76M6NURVAG2RD4QUAS5ET2B,,,"I was shopping in Kroger (a local supermarket chain) with my daughter.  I had placed her car seat inside my shopping basket and we were touring the health food section. Suddenly my phone rang and an unfamiliar voice said, “This is your father’s apartment manager. There’s been an emergency.” All I could think was that my dad had probably been taken by ambulance to the nearest hospital or something. So I asked the woman, “Are they taking him to the hospital by ambulance? What hospital are they taking him to?” Then the woman replied, “No, he’s not going to the hospital. Your father has passed. Just try to get here as soon as you can.”All of the sudden I just felt overcome with panic. My hands were shaking as I quickly removed my daughter’s car seat from the shopping basket and hurried toward the car. I was amazed at the superhuman strength I had in that moment. You don’t really know what an adrenaline rush feels like until you’ve either been in a life or death situation, or at least experienced what your mind considers to be the emotional equivalent. I swiftly swung my daughter’s car seat in to the back seat of my SUV in a single motion. I drove with little regard for speed limit or traffic lights right to the bank down the street where my husband was working at the time.  When I finally reached the bank I swung open the double glass doors as quickly as I could. I spotted my husband sitting quietly at his desk. There were some customers waiting in the lobby, but honestly I couldn’t have cared less. As soon as my husband noticed me I spoke the only words that I could think of at the time . “Mark! My dad… My dad died.” Losing a parent is incredibly painful. Part of your identity dies. Nobody else remembers your childhood with the same sentiment. Nobody else really loves you as much as they did. It’s a really difficult thing to come to terms with. It seems inconceivable that someone who’s been there for us since day one can suddenly be — gone.",5.0,"The death of a parent is one of the most emotional and universal human experiences. If a person doesn’t know what it’s like suffer the loss of a father or mother, they most likely will one day. But just because the passing of a parent happens to almost everyone doesn’t make it any easier.",28.0,1191.855714234863
33CID57105FOWWJOBT3R19PLUGML3F,1078,D1YI61WN,55.0,man,native,1.0,2.0,,2.0,3.555348061489413,redemption after failed institutional rehab,imagined,I sought my own healing.,0.875,,3TXD01ZLD53CXIPMKL0B21DALUG4US,4.0,{},"5 weeks ago I checked myself into a crisis center.  I was processed.  I then began treatment for clinical depression and suicidal thoughts.  While there, I interacted with several people including treatment specialists and other patients.  I realized that I was not diagnosed.  I did not react to the medication they prescribed. I also realized my depression was a manifestation of my own psyche.  I subsequently left after about a week, determined to solve my problem on my own.  I have subsequently renewed my relationships with my family members and friends.  This is an attempt to create a support network.  I also weaned myself off of alcohol and any mind altering drugs to see if that helps.  I've begun to attend Buddhist temple services.  This to begin the process of clearing my mind of unhelpful thoughts and anxieties.  I am open to new relationships, but realize that I'm not in the right place now to begin a new relationship.  My work continues to be drudgery, but it is simple and I'm well compensated.  I'm very hopeful that these new attempts will prevent the cycle of destructive behavior leading to my entering the crisis center will being repeated.  Only time will tell....",2.0,I checked myself into a crisis center about 5 weeks ago. I was taken in and treated for being clinically depressed and suicidal. I stayed for about a week and was not diagnosed with anything and I did not react well with the medication I was prescribed.,35.0,292.4220452258219
3E7TUJ2EGD8RDMKCFL6D99K39HS9DS,815,PXQ19CBU,55.0,woman,white,1.0,1.0,2.0,5.0,5.48063892334199,saving me.,retold,I realized how good I could feel again.,1.0,3HFNH7HEMI00H5BPYDI71PDO7QZGQP,,,,"The most devastating thing that ever has happened to me was the death of my sister in 2017 from cancer. After she died I felt empty and just didn't care about myself anymore. I stopped taking care of me. In May of 2019 my Mom was hospitalized and then had to go to an after hospital rehab. She was there for 18 days. I stayed with here the entire time, she was contagious so I could not leave. It was during this time that I had what I think of as an awakening. There was not much to do and I knew that I had to do something to keep myself strong. I started to exercise. Gradually I began to move. I did consider stopping but I pushed through and each day began to feel better. I also did word puzzles and had a book to read to try and stay mentally sharp. I helped my Mom with her exercises and we had long conversations. But all the while I exercised. While I was just sitting in a chair watching TV, while she was sleeping in the afternoon, I fit it in everywhere. By the time she was released I felt like a new person. This experience saved me.",1.0,After the death of my sister I was lost. In the midst of my Moms health crisis I became me again. I became empowered through exercise.,240.0,988.760992037835
3FUI0JHJPYK7GSTZ5NZR5NV44CW33U,3731,2LZYFJPX,35.0,woman,white,1.0,2.0,2.0,5.0,4.787491742782046,A faux pas,recalled,My sister's boyfriend also didn't like the name,0.375,,3FUI0JHJPYK7GSTZ5NZR5NV44CW33U,,,"One event that was memorable, emotional and striking for me was a social mistake I made recently. It was quite embarrassing and afterwards I felt like I should've known better. My baby sister was about seven months pregnant and had changed the name of her gestating child from the one she'd originally chosen. She and her boyfriend had at first settled on Liam Michael. Liam was a name she'd been set on since teenage years and Michael is our brothers middle name. Suddenly they'd changed the name to Tucker Finn. Those who heard the name including myself, my boyfriend and my brother all privately laughed. Everyone thought it wasn't a great name because it rhymes with many unpleasant words, such as sucker and another word starting with ""F"". All we could think is of how that poor child would get teased mercilessly by his peers. Al three of us became increasingly uncomfortable about how everyone in the family privately snickered but nobody, includng us had spoken up. It felt rude for everyone to be almost sharing a private joke at my sister's expense. We began to surmise that maybe it was her boyfriend who'd initiated the name change or that maybe they just had not thought further about the name. So of course, I was elected to gently inquire,being the closes to my sister.  I thought was the right thing to do and both my brother and boyfriend urged me to. I finally asked her gently as possible why they changed the name. I said ""Tucker is okay but Liam was great and you'd wanted it for so long"". Well, she explained that they'd decided Liam was overused. She stated that she found my inquiry rude. I apologized profusely and said I'd meant no harm, I just wanted to be sure it was what she wanted. She accepted but was obviously not cheerful. Later, feeling ashamed, I googled etiquiette on baby names and realized I should've kept my thoughts to myself. The next day I apologized again and she accepted again, but was quite annoyed because after our conversation her boyfriend told her he didnt like the name Tucker Finn. Suprisingly my boyfriend, brother and I had been right that one of the pair didn't like the name but it was not the one we'd expected. In the end they named him Tucker Michael, which is a little better, I think. I will never voice my opinions of someone's proposed baby name ever again, that's for sure.",1.0,"Everyone in the family disliked my sister's and her boyfriend's new baby name choice. I felt uncomfortable about the snickering behind her back and I decided to ask my sister about it. I gently inquired as to why they changed it and my sister found my inquiry rude, I apologized.",120.0,1183.013692233604
3K9FOBBF2I5V00CYTCN6ANNSNWBNLJ,1100,UBD44TTO,30.0,man,white,1.0,1.0,,5.0,3.0445224377234235,The fun I had at a festival,imagined,The fun I had,1.0,,3EICBYG645I6E6R7112FEXGNXSAJC2,5.0,I identify because I try to have fun when I can,When we were initially planning the trip I was a little skeptical of what was going to happen. I was always interested in going to a music festival but never had good friends to go with. When I met the friends I have now they pushed me to go. This was one of the best things that happened to me because I always need a push to get out and do daring things. I am so glad that I decided to go because we had such a great time and I met so many awesome people. I made additional friends and will continue to be friends with them going forward. When we were there I could not contain myself for how much fun I was having. The music was pumping and I could not stop dancing and having a fantastic time. They were playing my favorite music the whole festival and it could not have been better. My friends were really fun and we danced for what seemed like several hours but it was actually only a few. There were drinking and drugs but i did not partake as I don't believe in doing them. I was very well behaved and only had fun without any toxicity. We can always have fun without toxic substances. This is why I am so glad I made the friends I did because they understand me. One of the greatest gifts is having friends that fully understand. I hope to have these friends for the rest of my life.,1.0,"I was able to attend a festival with a lot of friends. I wasn't expecting to have that much fun but it was definitely a weekend that I will not forget! The festival was amazing with all of the art, music, and lights on display. I cannot wait to do it again next year!",21.0,520.1070502689035
3SBEHTYCWOPNMY86FBZ4ZNT7AD5YIS,1090,ROGAR6WJ,35.0,man,white,1.0,3.0,,3.0,4.02535169073515,a summer of realizing my daughter is growing up,imagined,we didnt get to see her on our vacation,0.375,,38BQUHLA9XMXO3UVU3OYPP2LQ0OMO6,3.0,i have a young daughter now that will be going through this in a few years,"My summer has been one hell of a ride. My daughter is not my little baby anymore. This year our summer was the usual yearly plan, vacation down in key west. The same little bungalow we always stayed at. The same restaurants we usually visited, the same activities we always did, snorkeling, adventuring. But something was different this year. This year, my daughter now a full blown teenager, wanted nothing to do with us. She was not mean,vindictive or anything else. She just was not my little girl anymore, she was growing into a mature adult. She had her own plans, that did not really involve us anymore. As soon as we arrived, she had an old friend she wanted to meet up with. That was fine, we could manage without her. But, as it turned out we would only see her a tiny fraction of our summer. We knew who she was with, and that she was safe, but, we would very rarely get a chance to interact with her, except through text. I hate texts.",3.0,"This is the basic story of my summer. Not the fun parts, but the parts of my daughter growing up and graduating. It's about realizing kids don't stay kids forever.",56.0,471.0159534288996
3MYYFCXHJ4TTS0OR0GBUYMCJ2N44GN,930,T60ESTO3,25.0,woman,white,1.0,1.0,4.0,3.0,4.787491742782046,my cousin's wedding,recalled,champagne was spilled on my dress,1.0,3MYYFCXHJ4TTS0OR0GBUYMCJ2N44GN,3MYYFCXHJ4TTS0OR0GBUYMCJ2N44GN,,,"Four months ago, my cousin got married. I was a bridesmaid in the wedding and it was beautiful. She wore a lace dress. We wore blush colored bridesmaids dresses. She and I are very close so it was great to see her marrying someone she loves. The most memorable moment was when I spilled champagne on my dress before the wedding. I was panicked. Thankfully, one of the girl's mom was a dry cleaner and immediately took the dress to get the stain out. We got the dress back right before we had to walk down. Then, the reception was so much fun because it was filled with family. It was very emotional because she was so happy and we were all grown up. Their first dance was beautiful and we had fun dancing and celebrating. During the toasts, everyone cried. It was very emotional to see them so happy. It was definitely the best wedding I've been to and one I will never forget.",1.0,"Four months ago, my cousin got married and I was a bridesmaid. Right before we had to walk down the aisle, I spilled champagne on my blush gown but we were thankfully able to clean it up. The wedding was beautiful and everyone had a great down.",120.0,232.0222318355368
3H8DHMCCWAXBUI33JIX2ZIYI7HVDKE,320,573LKICG,18.0,woman,white,1.0,1.0,4.0,5.0,4.499809670330264,my students appreciating me,retold,students wrote a note to me that expressed gratification,0.375,3AAJC4I4FHEJMZ2HTFMNPVH858MJZM,,,,"Over the whole summer, I had been teaching a class of non-traditional students. The discussions always went well, but I didn't get much feedback other than that. On the last day of class, some of the students wrote ""We love you!"" on the attendance sheet. That made me feel appreciated. It confirmed that the students cared about me. After the final exam, several students emailed me as well. One student said it was the best class he had ever taken. Multiple of them thanked me for the experience. Again, it made me feel like I was in the right career. I had been having doubts previously about whether to continue in my teaching program. This experience helped me to realize that I was doing the right this. I comparison, the classes that I am TAing for now are not as good. I think the students appreciate me but I will maybe not get that level of feedback. I was actually told by the administrative error that the school never conducted teaching evalutions for those sections, so I never even got full feedback. It won't even count for my teaching portfolio. But even just that note was enough to motivate me.",1.0,I finished TAing a class over the summer at my school. The students were over-the-top appreciative of me and made me feel noticed in multiple ways.,90.0,564.932093674459
3O7L7BFSHFBPGTRFFANASK1QWJ1EIW,2388,NNDUB232,30.0,man,white,1.0,2.0,,1.0,4.0943445622221,a wedding for my sister,imagined,I spilt wine on my sister,0.875,,3M1CVSFP61RZ7EYMCDQX532L18YAQ1,2.0,I've only been to one wedding,"I went to a wedding two months ago. I had a fun time at the wedding. My sister was getting married to a CEO. She will have an easy life from now on. At the wedding party, I had an accident. I tripped and spilt red wine on to my sister's gown. She was a bit mad but got over it soon. She had to change into something else but it wasn't that big of a deal. The party was very fun. I had a great time eating the many food items there. There was steak to eat. There was cake to devour. There was biscuits to eat with my steak. All the food was delicious. We all had a great time at the wedding. Everybody will remember this event forever.",2.0,"My sister's wedding to a great man. While a great event, it is ruined by a little red wine. I am a terrible klutz and spoiled the moment by spilling wine on her beautiful gown.",60.0,343.4135779468629
3FE2ERCCZYU396R8MJGQ6TWGSNZPO2,1910,J9D5GQ77,35.0,woman,black,4.0,1.0,3.0,4.0,4.787491742782046,working in an unfamiliar environment.,recalled,I managed to find the right amount of energy at the right time.,0.0,3FE2ERCCZYU396R8MJGQ6TWGSNZPO2,,,,"This was it; my first real job. I grew up in a secluded kind of upbringing. I never had to work; hardly left the house. But over the past few years I've been venturing out. I found work that required leaving my comfort zone and working in an alien environment. I was working with and among strangers. We had to clean three different buildings located on a military base. The buildings were empty while we worked on them. I was nervous. I was told we only had a week to complete the job, but it felt like we weren't making much progress. I remember feeling exhausted after the first day. The hallways were long and there were 20 room to clean on three floors. There was so much to do, but I worked as hard as everyone else on the floor. I felt good and energetic until the last day. We had to make sure the job was done correctly before the major overseeing the project would pay us. I thought that I had reached my peaked and was tired. But I got a second wind after I was told that we only had an hour or so before the major showed up. It was the last day and there was still much to do. I got a second wind then and kicked into over drive. I",1.0,It was the hardest I've worked in my entire life. The job involved much walking and a whole lot of cleaning.,120.0,1880.3274105833348
3PQ8K71NHY67KYR5NHTBF3NHUDEAA5,1438,PYZNO1CU,55.0,woman,white,1.0,1.0,,4.0,4.499809670330264,Discussing a commandment with a son.,imagined,The person wondered if he was following the commandment,0.75,,39N5ACM9HF902JN2KUX8931R06D9PB,3.0,I have often talked with my children about the Ten Commandments.,"Three months ago my son David and I were taking a walk through the woods. We were discussing a myriad of topics when we started talking about the ten commandments.  The commandment that says we should have no other God before Him  caused me to think more in depth of how to explain it to him. I was telling him that in all we do, God should come first. ""Does that mean on Sunday mornings we have to go to church instead of going fishing?"" he asked. ""Or does it mean we have to ask God if it is okay to go fishing?"" I looked down at him and thought about my answer. It was important to give the correct answer both for him as well as myself. It made me wonder if I had been placing other things before God. I told him that as long as we talked to God about everything and really listened for His answer, we would be putting Him first in our lives. He shook his head and agreed with me. We stopped right there and talked to God about it. We were silent together and focused on God. I just love these walks we take in the woods. I always learn something about my son and about me. I think we should do this more often.",1.0,I was teaching my son about one of the ten commandments; thou shalt have no other God. And while teaching him his response made me think about myself and if I had been doing right by God. In short I was teaching him a lesson but was teaching myself a lesson at the same time.,90.0,599.2529897594336
3Y9N9SS8LZX5YKVWYC53IWHGB513DK,1025,GHNVPV0T,35.0,woman,white,3.0,3.0,,,5.010635294096256,Went camping with daughter for first time,imagined,The mountain water was cold in July,0.5,,36W0OB37HX0NVT7R5FJ2DI1TIJ1HZU,4.0,Happened last year,"Today we went camping in the Great Smokie Mountains. The weather was a little bit cooler than at home, which was nice to get away from the summer heat. We had never taken our daughter camping before so I was not sure how well this was going to work out. Turns out she really likes it! When we arrived we found our camping spot and unloaded our gear. L helped us set up the tent, which went better than expected. I thought for sure we would have problems getting it set up. but all the poles were accounted for and getting it pitched was easier than I remembered. After setting up our tent, we made sure to secure our food so as that any creatures would not make a snack of it. That goodness for locking coolers. After getting our sleeping bags and foam mats squared away we went down to the river to wade around a bit. You would think water in July would be warmer but boy was it cold. Not for being one for fishing, we looked for pretty rocks  in the crystal clear water and then headed back to camp to start the fire for cooking dinner. We roasted hot dogs on sticks and made smores for desert. Turns out she really like s her marshmallows burnt. Takes after mom I guess. We still had a good bit of day light left so  L went to play with a group of kids with a family that was also camping until it was getting to dark to see. Then the fire flies came out. We spent the evening looking at the stars and the fireflies until it was time for bed. All in all it was a really relaxing day and I can't wait to see what tomorrow brings.",3.0,I went camping with my family and we had fun in the sun. It was a time of relaxation and recharging when I though it would be tiring and hard work.,150.0,927.7403800185551
3H7XDTSHKDD5127BAMHDTEVA6FQGWQ,4018,G00IBU4F,35.0,woman,white,1.0,3.0,1.0,5.0,4.0943445622221,Much needed therapy,recalled,I found myself able to speak about past events that bothered me,0.625,,3H7XDTSHKDD5127BAMHDTEVA6FQGWQ,,,"About three months ago I started going to see a therapist. I had been suffering from anxiety and depression for a really long time, and I had been suffering in silence. The first day of therapy I realized this was something that I had been needing for a long time. It wasn't until our third or fourth session that more memories started coming to the surface. These memories had been repressed for quite some time and I finally felt like I had somebody to talk to about them to. I didn't feel any judgement, there was no eye roll or glaring. There was no, ""that was a long time ago, get over it"". I was able to just speak the words as they came to me. I'll never forget that experience. Once I finally began to breathe deeply again she told me how proud she was that I was able to share all of those things with her. I really recommend therapy for anybody that has things on their mind that they feel they need to keep to themselves. The session is all about you and they won't make you feel like you are a burden for taking the time to speak to them. You don't have to worry about them discussing your personal matters with friends or family that could come back to bite you. Your information that you share is private and at the same time you're sharing it with an actual person. I remember feeling a massive amount of relief that I had discussed my life so thoroughly and was made to feel normal afterwards. Any other time I've touched on past issues with friends or family, I didn't feel relief, I felt annoying and like I was  dragging them down. The therapy session I had at week three or four is exactly what I had been needing for years. I will never forget that experience. I felt ten pounds lighter at least, and any time those memories surfaced and started to affect me I would just remember everything that was said to me during the session. That I don't need to hold onto those any longer. I can let them go. They no longer have the power to affect me. Easily the most memorable experience that I've had this year.",2.0,I started speaking to a therapist about issues that have haunted and weighed me down for years. I had never been able to talk about things fully with anybody without judgement before. It was an experience that I will never forget.,60.0,1250.7539939217793
3C5W7UE9CGCKIC8NVUBU82TFQZ4MX2,1726,31AYQRD0,25.0,woman,black,1.0,4.0,,5.0,5.010635294096256,About my family and I going on a vacation.,imagined,When I found out the marriage vow renewal was going on there,-0.125,,3T3IWE1XG794MAXVIDHE08SD85ETQZ,2.0,It is something I have done with my husband.,"Summer was fast approaching and I promised my family and I that we were going go have a nice time with him come summer. I didn't let them down on that. It was approaching and I saved for it already. Summer came and all road led to Hawaii. This was a place we have never been. We chose it for the adventures. We heard a lot about the place and the nature friendliness there. We got there and being summer it was hot there. There was a lot of rivers around, making the breeze cool and convenient.  It was August and this time there were various activities going on there. We participated and made merry with them.  There was one where willing families went to renew their marital vows which I participated with my husband. It was an all time experience for we really enjoyed ourselves. We got back and resumed work. I hope to visit the place again next vacation.",3.0,My family and I went to Hawaii for vacation this past summer. My Wife and I renewed our wedding vows. We all had a great time as a family.,150.0,529.1438286034272
3FE7TXL1LJ9A2B3IZYXIZLJNPQ32QV,2850,JVE5Z1WF,25.0,man,black,2.0,2.0,,4.0,5.010635294096256,me getting a kidney transplant.,imagined,my girlfriend was the one to give me a kidney.,1.0,,3GA6AFUKOPAMA00YK8OT9HWE3AQH3T,2.0,I have never really been in a situation of this nature before.,"Dear diary. Today I randomly thought about one of the craziest times of my life. I'm sorry for never writing in you about it, but I just needed to time to digest it. It happened around 5 months ago. I finally went through with my kidney transplant and it changed my whole life. First things first, I thought I was going to die. Well, not really thought, but I was slightly paranoid. First because the wait for the kidney seemed to span decades and I did not actually think I would ever get a new one until my gf volunteered to do it. She is literally the best thing that ever happened to me now. I still remember holding her hand as we were wheeled into the operating room together. That was the last thing I recall before I just woke up in a strange hospital room with one of the worst pains I ever felt in my life. And I looked down and I had this really gnarly scar on my abdomen. I felt like my favorite wrestler. I was in the hospital for maybe two more days max before I finally got to return home. My girlfriend got there the same day as me and we spent so much time bonding eating jello and watching Curb Your Enthusiasm. I am so thankful for her and wouldn't trade her in for the world.",2.0,This is a story of why and how I got my kidney transplant. It detailed my experience and feelings right before surgery until I went home.,150.0,353.95592356711586
3T3IWE1XG794MAXVIDHE08SEMGYQTI,2073,XC7SRR48,25.0,woman,white,1.0,3.0,,4.0,1.9459101490553128,winning a Jiu Jitsu match in a tournament.,imagined,I won a match despite being so nervous.,0.125,,34X6J5FLPUKA871Q6J3AY254ZIGJQW,2.0,"I didn't really identify with the story as far as the sport goes, but I do identify with working hard and training for something so I could win.",Last week I won my first Brazilian Jiu Jitsu match! I was so nervous about competing and I can't believe I actually won! I can't describe how amazing it felt to win! I worked so hard training for this tournament and my hard work paid off.  I was so happy after winning and has motivated me to keep training in Jiu Jitsu. I believe I found something I could really be good at. The match wasn't as hard as I was expecting and I would have loved to keep competing that day. I hope I can be in another tournament. I know that I will have to train harder than ever so I can keep winning matches. I want to start a new workout routine that includes Jiu Jitsu as well as other exercises to help me with the next competition. I also want to get my diet in check so my body will be in tip top shape for competing. I still can't get over the fact that I won!! My mind keeps replaying the match and I feel silly for being so nervous. I keep trying to focus on my new training regiment but I just keep going back to the memory of the match.  I am so happy that my hard work paid off and I have found something I believe I am good at. I am already counting down to my next match!,1.0,I trained hard for a Brazilian Jiu Jitsu tournament. I was very nervous leading up to my first match on the day of. I won the match with no problems and felt happy afterwards.,7.0,593.4651607651108
33FBRBDW6PLHUPVOAX5OP779SK1C8D,1316,5CH15P2I,50.0,woman,black,1.0,4.0,4.0,5.0,4.787491742782046,my aunt's passing,retold,my aunt died suddenly,0.75,3A4TN5196L4AN0WHD1ZU2K08JYYCHD,,,,"Four months ago, my favorite aunt passed away. It was a shock to the entire family because it happened so suddenly. I think about her constantly and I cannot believe that she is gone. I don't think there has been a single day that something has not reminded me of her. Sometimes when I am even in a store shopping, I see someone who looks similar to her and I am reminded of her. I recently had a birthday and even that brought back memories of her because I could always count on her sending me a card or acknowledging my birthday in some manner.  I am not sure how the family will be able to cope with the upcoming holidays. My aunt came to visit us every Christmas and I know that it will be hard on all of us, especially my mother. My mother and aunt were the closest sisters I have ever seen. They talked on the phone every day. Now, I make sure to call my mother every day in an attempt to fill the void. I am also planning to spend more time with her so that she doesn't get lonely. I also try to call my cousin more often to check on him. He lost his father last year and now his mother was taken so suddenly. We are all still coming to terms with the shock.",4.0,"My favorite aunt passed away very suddenly. We all felt blindsided when it happened, and we still cannot believe that she is gone. My family is still trying to come to terms with the loss.",120.0,586.8016867577555
3G2UL9A02E0OEUH4Q10FP7J4152769,859,028S4RI3,30.0,man,na,1.0,2.0,,1.0,4.787491742782046,a kissing incident,imagined,the kissing happened,1.0,,3I33IC7ZWGOIFVW1A20W9L4IL1R2AK,1.0,a little,"One night about four months ago, I went out with a group of friends. We had many drinks and partied the night away. At an after party, we hooked up with many people. At some point I was talking with a guy. We started to make out, and it was great. I enjoyed it very much. It was so good, I had to reconsider my life choices. Especially my relationship with my boyfriend. Was it really worth it? Perhaps I could do better, I thought. However, I quickly cam back to my senses. I got myself together and left. I went back home to my boyfriend. I did not tell him. However, I was happy to be back home in bed.",4.0,Meet a guy during the time I was already dating someone. He ended up kissing me one night and I found myself questioning my feelings towards my boyfriend.,120.0,439.6773273013336
3EO896NRAXHN0NTINNX537GS8L6JTK,1816,WZLP84MV,55.0,man,white,1.0,1.0,,2.0,1.9459101490553128,Dealing with a teacher,imagined,I felt searched answers should suffice,0.375,,31Q0U3WYDQ1T78G7KVOYUBSN20V715,3.0,"I taught HS math, but this story is very, very much an exaggeration of student attitudes.","At the beginning of the school year in September, 4 months ago, I learned I had a new teacher for Algebra. His name was Mr. Bolton. Although he looked quite young, he claims he has been teaching math for 15 years. I have always been very good at math, so I was looking forward to learning a lot in this class. Of course the first few weeks easy because most of the material was review. However, Mr. Bolton insisted that everything been done exactly as he wanted it. For example, we had to right our name in the upper right hand corner of each assignment. If it was not written there he would take of points. In about the middle of October, when we started getting into the new material, things took a turn for the worse. Mr. Bolton insisted that the students were required to show the work for how we solved the problems. He would not except the fact that this is old fashioned way of doing things. Students today are have lived their entire lives in the digital age. When there is something to know, we use our cells phones to search for the answer. That's how we did the work, it can't be written down. If the answer is correct, that all you need. Well, Mr. Bolton kept taking off points for not showing the work, and by Thanksgiving, my average in the class was 47! Since I have always been an honor student, I know the problem was Mr. Bolton, not me. So I told Mom about it. She called the Principal, and got me transferred to another class.",1.0,This entry is about an experience i had recently in school. It is about how I am feeling and how I handled this situation.,7.0,1644.991134844311
3KIBXJ1WD6G2YFUS9RBIACAIPV3OK3,2986,UDQ7V55C,18.0,woman,other,1.0,1.0,,1.0,1.9459101490553128,having a panic attack,imagined,I had a panic attack on the sales floor,0.0,,3LEP4MGT3HMA1FZ9D5K90FFSJJQDBP,2.0,"I'm just familiar with a high paced sales environment, but I've never experienced this.","So things have been starting to get easier at my new job. Last week I was feeling very overwhelmed. I didn't know if I could handle speaking with a large volume of customers again. It was really embarrassing. We were on the sales floor and my chest started to get tight. I started to hyperventilate, and the room got small. It seems so silly in hindsight. The floor was hectic and people were talking so loud. I had to leave and take a breather in the bathroom. I was worried about the way that everyone would see me afterwards. I didn't want to be so visible to everyone on just my second day back. I had no idea what to expect. Everything has been good though. Luckily everyone still welcomed me back to the team regardless. I now feel like I belong there again.",1.0,I started a new job with a company I had worked for before. The stress of the workplace and triggers in the building built up to a panic attack on the second day of training.,7.0,583.907955498536
3H8DHMCCWAXBUI33JIX2ZIYJKC0KDV,667,6HB0JBO1,25.0,woman,white,2.0,1.0,3.0,4.0,5.1929568508902095,my wedding in June,retold,it started to thunderstorm at the exact time of my ceremony,0.375,30MVJZJNHNZ4G8K4PHSOC7FFOOU9JT,,,,"The morning of my wedding was already very stressful, because I had been planning this whole wedding from another state. We moved unexpectedly in the middle of my engagement, so I was doing almost all of the wedding plan site unseen of the venue. I was monitoring the weather leading up to my wedding for weeks, as soon as I could see a two week forecast on Weather. com! The weather looked like it would be hot, but there did not seem to be any chance of thunderstorms until the day before the wedding. I wasn't too worried about it when I first woke up, because it was very sunny and hot out. My bridesmaids and I went to get our hair done, and my family went to the venue to start setting up. The day was already rushed because it is so easy to get behind and we had a strict deadline for when the wedding needed to be over. We finally arrived at the venue around 2pm. We began to take some family photos and some first look photos, and the day was still very sunny. I went inside to freshen up before the ceremony at 5, and I noticed it was starting to get darker and windy. I could hear commotion out in the hall, and finally, a huge crack of thunder. All of the guests had already arrived, so they ran to help my husband get the chairs out of the rain and into the banquet hall. They just made it before a deluge of rain. The storm passed in about 15 minutes, and then we had to set everything up outside again. However, the wedding really came together with all of our friends and family helping out. We only start the ceremony about 20 minutes late, and there was a rainbow there as we said our vows. It ended up being perfect!",2.0,"The morning of my wedding went very well, but it started to thunderstorm at the exact time of my ceremony. We had to bring the whole setup inside, wait for the storm to pass, and then set it all up again. We got married under a rainbow though!",180.0,947.1226624386918
